Longitude,Latitude
-123.142071,49.273867
-123.142194,49.273823
-123.142317,49.273779
-123.142449,49.273735
-123.142573,49.273693
-123.142699,49.273649
-123.14283,49.27361
-123.142954,49.273569
-123.143092,49.273536
-123.143217,49.273497
-123.143346,49.273452
-123.143472,49.27341
-123.143598,49.273366
-123.143719,49.273331
-123.143956,49.273245
-123.144075,49.273202
-123.144198,49.273178
-123.144324,49.273143
-123.144447,49.273105
-123.144556,49.273065
-123.14467,49.273025
-123.144787,49.272984
-123.144889,49.272934
-123.144983,49.272877
-123.145067,49.272822
-123.145134,49.272753
-123.145186,49.272685
-123.145236,49.272618
-123.1453,49.27255
-123.145348,49.272508
-123.145464,49.272491
-123.145576,49.272483
-123.145692,49.27247
-123.145813,49.27247
-123.14593,49.272489
-123.146026,49.27249
-123.146134,49.27249
-123.146246,49.272489
-123.14637,49.272496
-123.146494,49.272503
-123.14661,49.272503
-123.146717,49.272496
-123.146826,49.272486
-123.146943,49.272475
-123.147051,49.272484
-123.147153,49.272489
-123.147249,49.272491
-123.147339,49.272493
-123.147417,49.272493
-123.147491,49.272496
-123.14754,49.272497
-123.147583,49.272498
-123.147629,49.272491
-123.147676,49.272467
-123.147771,49.272466
-123.147872,49.272468
-123.147978,49.272471
-123.148081,49.272472
-123.148184,49.272479
-123.148293,49.272492
-123.148402,49.272483
-123.148516,49.272473
-123.148613,49.272465
-123.148711,49.272456
-123.148818,49.272443
-123.148925,49.272438
-123.149043,49.272447
-123.149168,49.272444
-123.149287,49.27245
-123.149416,49.272456
-123.149549,49.272467
-123.149682,49.272483
-123.14981,49.27249
-123.149943,49.272493
-123.15008,49.272479
-123.150225,49.272488
-123.150371,49.272501
-123.150504,49.272493
-123.150631,49.272494
-123.15076,49.272502
-123.150878,49.272511
-123.151002,49.272513
-123.151117,49.272502
-123.151233,49.272506
-123.151355,49.272515
-123.151466,49.272515
-123.151584,49.27252
-123.151689,49.272522
-123.151788,49.272517
-123.151887,49.272521
-123.15198,49.272529
-123.152068,49.272523
-123.152155,49.272517
-123.152228,49.272512
-123.152322,49.272518
-123.152418,49.272518
-123.152516,49.27252
-123.152614,49.272526
-123.152723,49.272535
-123.152834,49.272546
-123.152948,49.272547
-123.153051,49.272543
-123.153168,49.27255
-123.153294,49.272575
-123.153411,49.272584
-123.153527,49.272588
-123.153641,49.27259
-123.153758,49.272592
-123.153868,49.272594
-123.15399,49.272599
-123.154096,49.272598
-123.154197,49.272597
-123.154311,49.272599
-123.15442,49.272601
-123.15453,49.272604
-123.154635,49.272603
-123.154747,49.272604
-123.15485,49.272606
-123.154963,49.272605
-123.155076,49.272607
-123.155194,49.272623
-123.15531,49.272624
-123.155404,49.272629
-123.155501,49.272627
-123.155602,49.272623
-123.155709,49.272621
-123.155814,49.272623
-123.155911,49.272624
-123.156008,49.272623
-123.156113,49.272626
-123.15621,49.272627
-123.156304,49.272628
-123.156394,49.272629
-123.156491,49.272631
-123.156579,49.272632
-123.15667,49.272635
-123.156756,49.272637
-123.156834,49.272638
-123.156896,49.272639
-123.156993,49.272638
-123.157063,49.27264
-123.157133,49.272642
-123.15719,49.272643
-123.15724,49.272646
-123.157282,49.272665
-123.157299,49.27267
-123.157351,49.272665
-123.157365,49.272658
-123.157407,49.272648
-123.157461,49.272647
-123.157479,49.272651
-123.157506,49.272659
-123.157507,49.272666
-123.15752,49.272671
-123.157554,49.272688
-123.157585,49.272706
-123.157637,49.272704
-123.157698,49.272704
-123.157768,49.272708
-123.157847,49.272708
-123.157938,49.272675
-123.15803,49.272672
-123.158122,49.272669
-123.158208,49.272668
-123.158286,49.272666
-123.158369,49.272667
-123.158451,49.272668
-123.15853,49.272667
-123.158613,49.272668
-123.158695,49.272671
-123.158769,49.272673
-123.158842,49.272674
-123.158916,49.272674
-123.159,49.272675
-123.159082,49.272674
-123.15915,49.27268
-123.159221,49.272682
-123.159298,49.272682
-123.15936,49.272684
-123.159423,49.272684
-123.159477,49.272685
-123.159534,49.272685
-123.159579,49.272685
-123.15961,49.272681
-123.159631,49.27268
-123.159671,49.272682
-123.159686,49.272687
-123.159707,49.272724
-123.159703,49.272774
-123.159701,49.272819
-123.159702,49.272868
-123.159706,49.272932
-123.159713,49.272995
-123.159726,49.273062
-123.159734,49.273123
-123.159737,49.273192
-123.159723,49.273251
-123.159774,49.273311
-123.159854,49.273368
-123.159933,49.273418
-123.160036,49.273464
-123.160132,49.273492
-123.160238,49.2735
-123.160349,49.2735
-123.160444,49.273489
-123.160538,49.273493
-123.160646,49.27355
-123.160743,49.273557
-123.160848,49.273559
-123.160942,49.273561
-123.161028,49.273563
-123.161123,49.273564
-123.161221,49.273567
-123.161312,49.273568
-123.16142,49.273571
-123.161511,49.273571
-123.161607,49.273572
-123.161697,49.273574
-123.161778,49.273575
-123.161862,49.273577
-123.161956,49.273579
-123.162056,49.273581
-123.162149,49.273583
-123.162245,49.273587
-123.162341,49.273585
-123.162438,49.273579
-123.16253,49.273578
-123.162618,49.273578
-123.16272,49.273589
-123.162814,49.273591
-123.162907,49.273593
-123.163001,49.273595
-123.16309,49.273597
-123.163185,49.273599
-123.163279,49.2736
-123.16337,49.273602
-123.16346,49.273602
-123.163561,49.273604
-123.16366,49.273605
-123.163765,49.273607
-123.163857,49.273608
-123.163958,49.273608
-123.164043,49.273602
-123.164134,49.273577
-123.164215,49.273543
-123.164284,49.273508
-123.164331,49.27346
-123.16436,49.2734
-123.164387,49.27335
-123.1644,49.273294
-123.164405,49.273248
-123.164411,49.273204
-123.164413,49.273157
-123.164412,49.273113
-123.164417,49.273075
-123.164422,49.273036
-123.164437,49.272997
-123.164469,49.272968
-123.164519,49.272938
-123.164586,49.272918
-123.16465,49.272896
-123.164729,49.272879
-123.164799,49.272851
-123.164863,49.272822
-123.165002,49.272768
-123.165077,49.272744
-123.16514,49.272713
-123.165214,49.272682
-123.165295,49.272655
-123.165366,49.272628
-123.165441,49.272596
-123.165515,49.272568
-123.165577,49.272527
-123.165641,49.27249
-123.165714,49.272464
-123.165796,49.272429
-123.165867,49.272401
-123.165939,49.27237
-123.166007,49.272343
-123.166084,49.272312
-123.166161,49.272283
-123.166238,49.272255
-123.166305,49.272225
-123.166383,49.272193
-123.166459,49.272164
-123.166529,49.272134
-123.1666,49.272105
-123.166675,49.272075
-123.166751,49.272044
-123.166827,49.272016
-123.166905,49.271984
-123.16698,49.271951
-123.167058,49.271919
-123.167138,49.271887
-123.167207,49.271857
-123.167297,49.271831
-123.167384,49.2718
-123.167468,49.27177
-123.167551,49.271734
-123.167632,49.271702
-123.167726,49.271664
-123.167815,49.271626
-123.167897,49.271585
-123.167985,49.271549
-123.168084,49.271505
-123.168182,49.27146
-123.168262,49.271415
-123.168359,49.271376
-123.168449,49.271331
-123.168544,49.271296
-123.16866,49.271264
-123.168754,49.271222
-123.168863,49.271184
-123.168983,49.27116
-123.169085,49.271128
-123.169247,49.271109
-123.16937,49.271091
-123.169492,49.271076
-123.169615,49.271061
-123.169736,49.271045
-123.169857,49.271032
-123.169976,49.271035
-123.17012,49.271085
-123.170235,49.271089
-123.170348,49.271092
-123.17044,49.271093
-123.170543,49.271096
-123.170648,49.271099
-123.170749,49.271097
-123.170853,49.271099
-123.170956,49.2711
-123.171061,49.271102
-123.171155,49.271102
-123.17125,49.271098
-123.171343,49.2711
-123.171436,49.271104
-123.171528,49.271102
-123.171622,49.271106
-123.17172,49.271109
-123.171825,49.27111
-123.17192,49.271112
-123.172015,49.271113
-123.172111,49.271114
-123.172202,49.271115
-123.172296,49.271119
-123.172401,49.27112
-123.172498,49.271119
-123.172585,49.27112
-123.17268,49.271122
-123.172774,49.271124
-123.172866,49.271125
-123.172958,49.271126
-123.173049,49.271128
-123.173139,49.271129
-123.173235,49.27113
-123.173321,49.271133
-123.173411,49.271136
-123.173502,49.271141
-123.173594,49.271145
-123.17369,49.27115
-123.17378,49.271155
-123.17387,49.271164
-123.173953,49.271174
-123.174052,49.27118
-123.174151,49.271186
-123.174243,49.271194
-123.174336,49.271218
-123.174436,49.27123
-123.17453,49.271241
-123.17462,49.271249
-123.174718,49.271261
-123.174816,49.271272
-123.174918,49.271284
-123.175014,49.271296
-123.175103,49.271305
-123.175205,49.271315
-123.175302,49.271326
-123.175404,49.271334
-123.175497,49.271342
-123.175582,49.271345
-123.175675,49.271341
-123.175768,49.271338
-123.175858,49.271333
-123.175938,49.27132
-123.176028,49.271317
-123.176116,49.27133
-123.176202,49.271356
-123.176287,49.271379
-123.176376,49.271377
-123.176463,49.271375
-123.176647,49.271412
-123.176727,49.271444
-123.176814,49.27146
-123.17691,49.271476
-123.177003,49.27149
-123.177097,49.271501
-123.177186,49.271508
-123.17727,49.271512
-123.177366,49.271517
-123.177449,49.271524
-123.177535,49.27153
-123.177619,49.271538
-123.177702,49.271548
-123.177784,49.27156
-123.177876,49.271569
-123.177961,49.271582
-123.178053,49.271593
-123.178138,49.2716
-123.178219,49.271628
-123.178299,49.271638
-123.178385,49.271648
-123.178467,49.271656
-123.178554,49.271665
-123.178641,49.271674
-123.178723,49.271683
-123.178806,49.271691
-123.178889,49.2717
-123.178969,49.271708
-123.179054,49.271717
-123.179138,49.271727
-123.17923,49.271736
-123.179315,49.271746
-123.179394,49.271755
-123.179476,49.271764
-123.179546,49.271776
-123.179642,49.271782
-123.179729,49.271792
-123.179814,49.2718
-123.179901,49.271811
-123.179978,49.271821
-123.180059,49.27183
-123.180139,49.271833
-123.18023,49.271839
-123.180317,49.27185
-123.180403,49.271852
-123.180492,49.271857
-123.180578,49.271868
-123.180667,49.271886
-123.180757,49.271889
-123.18085,49.271894
-123.180938,49.271898
-123.181021,49.271898
-123.181109,49.271905
-123.181192,49.271908
-123.181278,49.271911
-123.181358,49.271913
-123.181447,49.271914
-123.181533,49.271921
-123.181624,49.27194
-123.181723,49.271969
-123.18181,49.271986
-123.181891,49.27199
-123.181971,49.271992
-123.182054,49.272002
-123.182143,49.272003
-123.18223,49.27201
-123.182313,49.272014
-123.182385,49.272023
-123.182477,49.272029
-123.182569,49.272043
-123.182662,49.272046
-123.182744,49.272059
-123.182845,49.272085
-123.182938,49.272093
-123.183027,49.272101
-123.183116,49.272111
-123.183213,49.27212
-123.18331,49.272135
-123.183407,49.272144
-123.183494,49.27216
-123.183589,49.272161
-123.183683,49.272169
-123.183775,49.272179
-123.183874,49.272185
-123.183967,49.272189
-123.184084,49.272211
-123.184181,49.272222
-123.184296,49.272235
-123.184398,49.272243
-123.1845,49.272247
-123.184595,49.272258
-123.184683,49.272254
-123.184785,49.272259
-123.184881,49.272261
-123.184978,49.272259
-123.185065,49.272255
-123.185158,49.272255
-123.185254,49.272258
-123.185336,49.272253
-123.185436,49.272259
-123.185534,49.272263
-123.18564,49.272281
-123.185737,49.272312
-123.185823,49.272332
-123.185906,49.272339
-123.186001,49.272319
-123.186098,49.272314
-123.186193,49.272313
-123.186292,49.272315
-123.186393,49.272316
-123.186499,49.272315
-123.186605,49.272315
-123.186708,49.272317
-123.186809,49.272319
-123.186924,49.272319
-123.187033,49.272321
-123.18714,49.272322
-123.187247,49.272328
-123.187361,49.272333
-123.18746,49.272314
-123.187553,49.272299
-123.187655,49.272269
-123.187746,49.272223
-123.187847,49.272195
-123.187939,49.272165
-123.188034,49.272137
-123.188135,49.272109
-123.188233,49.272072
-123.188333,49.272033
-123.188445,49.271992
-123.188553,49.271956
-123.188665,49.27192
-123.188768,49.271883
-123.188872,49.271845
-123.18898,49.271808
-123.189085,49.27177
-123.18919,49.271736
-123.189424,49.271653
-123.189531,49.271616
-123.189633,49.27158
-123.189745,49.271566
-123.189853,49.271559
-123.189946,49.271542
-123.190045,49.271514
-123.190145,49.271465
-123.190257,49.271433
-123.190361,49.271406
-123.190462,49.271381
-123.190555,49.271357
-123.190641,49.271336
-123.190709,49.271319
-123.19077,49.271307
-123.190835,49.271292
-123.190901,49.271279
-123.190972,49.271263
-123.191043,49.271248
-123.191095,49.271249
-123.191187,49.271235
-123.191264,49.271215
-123.19135,49.271209
-123.191419,49.271205
-123.191494,49.271214
-123.191595,49.271241
-123.191684,49.271265
-123.191775,49.271276
-123.19188,49.271306
-123.191982,49.271344
-123.192075,49.271394
-123.192165,49.271432
-123.192268,49.271472
-123.192349,49.271512
-123.192459,49.271551
-123.192572,49.271586
-123.192674,49.271614
-123.192763,49.271645
-123.192857,49.271666
-123.192956,49.271676
-123.193055,49.271682
-123.19316,49.271691
-123.193261,49.271706
-123.193365,49.271722
-123.193455,49.271733
-123.19356,49.271756
-123.193668,49.271789
-123.193754,49.271818
-123.193828,49.271863
-123.193929,49.271906
-123.194015,49.271934
-123.19409,49.271971
-123.194168,49.272016
-123.194237,49.272058
-123.194315,49.272098
-123.1944,49.272129
-123.194493,49.27216
-123.194583,49.272194
-123.194668,49.272229
-123.194757,49.272261
-123.194847,49.272295
-123.194939,49.272324
-123.195028,49.272353
-123.195121,49.27238
-123.195206,49.272406
-123.195297,49.272431
-123.195388,49.272464
-123.195467,49.272496
-123.195552,49.272526
-123.195636,49.272558
-123.195723,49.272589
-123.195807,49.272623
-123.195895,49.27266
-123.195986,49.272687
-123.196068,49.272717
-123.196153,49.272749
-123.196237,49.27278
-123.196321,49.27281
-123.196407,49.272843
-123.196492,49.272877
-123.196577,49.272909
-123.196658,49.27295
-123.196726,49.272991
-123.196793,49.273034
-123.196859,49.273086
-123.19692,49.27313
-123.196987,49.273178
-123.197045,49.273233
-123.197086,49.273286
-123.197135,49.273345
-123.197169,49.273404
-123.197205,49.273467
-123.19724,49.273524
-123.197271,49.273588
-123.197296,49.273644
-123.197346,49.273698
-123.197417,49.273757
-123.197514,49.273799
-123.197596,49.273844
-123.197653,49.273892
-123.197725,49.273928
-123.197811,49.273967
-123.197903,49.27399
-123.197996,49.274006
-123.198101,49.274029
-123.198203,49.274041
-123.198318,49.274053
-123.198424,49.274057
-123.198546,49.274055
-123.19865,49.274055
-123.198753,49.27404
-123.198857,49.274042
-123.198962,49.274052
-123.199077,49.274078
-123.199267,49.274124
-123.199355,49.274163
-123.199422,49.274208
-123.199516,49.274237
-123.199614,49.274256
-123.19973,49.274265
-123.199836,49.274262
-123.199931,49.274252
-123.200016,49.274246
-123.200106,49.274233
-123.200189,49.274223
-123.20031,49.274204
-123.200409,49.274194
-123.200489,49.274208
-123.200568,49.274224
-123.200651,49.274256
-123.200745,49.274287
-123.200832,49.274331
-123.200909,49.274364
-123.200983,49.274399
-123.201059,49.274436
-123.201135,49.274483
-123.201211,49.274528
-123.201281,49.274567
-123.20134,49.274619
-123.201416,49.27466
-123.201477,49.274708
-123.201521,49.274757
-123.201572,49.274809
-123.201617,49.274862
-123.201663,49.274912
-123.2017,49.274965
-123.201743,49.275017
-123.201795,49.275062
-123.201853,49.275118
-123.201919,49.275165
-123.201991,49.275199
-123.20208,49.275224
-123.202162,49.27524
-123.202251,49.275255
-123.202332,49.275273
-123.20242,49.275299
-123.202517,49.275312
-123.202609,49.275323
-123.202703,49.275324
-123.202799,49.275324
-123.202899,49.27532
-123.202999,49.27531
-123.203091,49.275297
-123.203194,49.275282
-123.2033,49.275277
-123.203399,49.27527
-123.203496,49.275267
-123.203577,49.275256
-123.203664,49.275257
-123.203736,49.275226
-123.203812,49.275205
-123.203902,49.275193
-123.203986,49.275184
-123.204081,49.275172
-123.204159,49.275162
-123.204225,49.275126
-123.204312,49.275109
-123.204395,49.27509
-123.204482,49.275085
-123.204564,49.275083
-123.204651,49.275066
-123.204732,49.275046
-123.204813,49.275026
-123.204906,49.27502
-123.204993,49.27501
-123.205096,49.274994
-123.205187,49.274972
-123.205281,49.274964
-123.205354,49.274958
-123.205423,49.274942
-123.205505,49.274923
-123.205597,49.274934
-123.205668,49.274926
-123.205743,49.274917
-123.205813,49.274905
-123.205897,49.274894
-123.205973,49.274883
-123.206066,49.274868
-123.206153,49.274853
-123.206249,49.274837
-123.206337,49.274821
-123.206427,49.274805
-123.206512,49.274789
-123.206596,49.274776
-123.206677,49.274759
-123.206766,49.274744
-123.206853,49.274731
-123.206955,49.274716
-123.20706,49.274699
-123.207148,49.274685
-123.207252,49.274672
-123.20735,49.274656
-123.207447,49.27464
-123.207549,49.274625
-123.20765,49.27461
-123.207747,49.274595
-123.207845,49.27458
-123.207945,49.274565
-123.208039,49.274552
-123.208135,49.274537
-123.208229,49.274521
-123.208334,49.274506
-123.208434,49.274485
-123.208531,49.274471
-123.208623,49.274463
-123.208724,49.274451
-123.20882,49.274445
-123.208915,49.274445
-123.209012,49.274447
-123.209104,49.274448
-123.209198,49.274449
-123.209293,49.274448
-123.209388,49.274463
-123.209484,49.274467
-123.209592,49.274469
-123.209684,49.274472
-123.209785,49.274473
-123.20998,49.274477
-123.210076,49.274484
-123.210174,49.274492
-123.210275,49.274508
-123.210372,49.274529
-123.210469,49.274557
-123.210557,49.274597
-123.210653,49.274627
-123.210743,49.274654
-123.210825,49.274679
-123.210916,49.274707
-123.21101,49.274735
-123.211105,49.274763
-123.211192,49.27479
-123.211286,49.274818
-123.211369,49.274842
-123.211456,49.274868
-123.211546,49.274893
-123.211634,49.274919
-123.21173,49.274948
-123.211814,49.274973
-123.211905,49.275003
-123.212002,49.275035
-123.212095,49.275058
-123.212175,49.275082
-123.212266,49.275101
-123.212356,49.275125
-123.212449,49.27515
-123.212538,49.275174
-123.21262,49.275196
-123.212713,49.275224
-123.212804,49.275248
-123.212888,49.275273
-123.212975,49.275296
-123.213061,49.27532
-123.213146,49.275344
-123.213232,49.275367
-123.213318,49.275392
-123.213405,49.275417
-123.213496,49.275443
-123.213587,49.275469
-123.21367,49.275495
-123.213753,49.275523
-123.213841,49.275551
-123.213928,49.275579
-123.214013,49.275609
-123.214097,49.275638
-123.214185,49.275669
-123.214263,49.275695
-123.214348,49.275725
-123.214439,49.275756
-123.214516,49.275788
-123.214607,49.275819
-123.214689,49.275847
-123.214779,49.275879
-123.214854,49.275907
-123.214928,49.275933
-123.215,49.275962
-123.215077,49.275991
-123.215164,49.276019
-123.215246,49.276051
-123.215315,49.276078
-123.215395,49.276086
-123.215484,49.276104
-123.215574,49.276121
-123.215652,49.276136
-123.215745,49.276149
-123.215837,49.276169
-123.21593,49.276183
-123.216019,49.276199
-123.216115,49.276214
-123.216203,49.276228
-123.216285,49.276237
-123.216375,49.276247
-123.216467,49.276251
-123.216551,49.276255
-123.216638,49.27626
-123.216726,49.276268
-123.216809,49.276273
-123.216898,49.276281
-123.21699,49.276285
-123.217075,49.276288
-123.217155,49.276291
-123.217245,49.276293
-123.217332,49.276299
-123.217409,49.2763
-123.217492,49.2763
-123.21758,49.276302
-123.217661,49.276305
-123.21776,49.276312
-123.217852,49.276316
-123.217945,49.276322
-123.218028,49.276328
-123.218118,49.276334
-123.218205,49.27634
-123.218291,49.276343
-123.218384,49.276349
-123.218476,49.276357
-123.218565,49.276365
-123.218646,49.276371
-123.218726,49.276379
-123.218813,49.276386
-123.218905,49.276396
-123.218992,49.276406
-123.219081,49.276416
-123.219166,49.276429
-123.219257,49.276445
-123.219343,49.27646
-123.219427,49.276473
-123.219513,49.276491
-123.219598,49.276507
-123.21968,49.276524
-123.219768,49.276542
-123.219853,49.276561
-123.219931,49.276575
-123.220018,49.276597
-123.220112,49.276617
-123.220195,49.276635
-123.220273,49.276653
-123.220444,49.276694
-123.220524,49.276717
-123.220604,49.276733
